subject,text,label,source
Lose weight fast - guaranteed,"From: user347@mailer.biz
To: target945@example.com
Date: 2024-11-16
Message-ID: <597549@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!!",spam,spamassassin
Lunch tomorrow?,"<html><body><p>Lunch tomorrow?</p><br>From: user23@example.com
To: target604@example.com
Date: 2024-09-06
Message-ID: <229144@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.</body></html>",ham,enron
Your account has been suspended,"<html><body><p>Your account has been suspended</p><br>From: user467@mailer.biz
To: target980@example.com
Date: 2024-03-20
Message-ID: <268600@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox.</body></html>",phishing,ceas2008
Project timeline update,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Holiday schedule reminder,The conference room is booked for 2pm. See you all there.,ham,enron
Project timeline update,"<html><body><p>Project timeline update</p><br>From: user795@example.com
To: target967@example.com
Date: 2024-08-02
Message-ID: <407696@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.</body></html>",ham,enron
You have WON a prize!!!,"Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://bit.ly/3xQ1z",spam,spamassassin
Holiday schedule reminder,"From: user127@example.com
To: target466@example.com
Date: 2024-06-22
Message-ID: <885395@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Project timeline update,"From: user519@example.com
To: target414@example.com
Date: 2024-03-25
Message-ID: <992647@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.",ham,enron
Your invoice from last month,"From: user223@example.com
To: target992@example.com
Date: 2024-01-19
Message-ID: <871476@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.",ham,enron
Lunch tomorrow?,Here is this week's status report. No major blockers to report.,ham,enron
Follow-up on our call,"From: user784@example.com
To: target568@example.com
Date: 2024-04-19
Message-ID: <326441@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.

    unsubscribe   ",ham,enron
You have WON a prize!!!,"From: user411@mailer.biz
To: target629@example.com
Date: 2024-11-17
Message-ID: <400384@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock.",spam,spamassassin
Unusual sign-in activity detected,"<html><body><p>Unusual sign-in activity detected</p><br>From: user694@mailer.biz
To: target920@example.com
Date: 2024-06-08
Message-ID: <916814@mail.example.com>

This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach. http://192.168.1.5/login</body></html>",phishing,ceas2008
Best deal of the year - act now,"Work from home and earn $5000/week, no experience needed, sign up today!!!",spam,spamassassin
Lunch tomorrow?,"From: user204@example.com
To: target151@example.com
Date: 2024-01-02
Message-ID: <356736@mail.example.com>

The conference room is booked for 2pm. See you all there.",ham,enron
Free gift card waiting,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.",spam,spamassassin
Re: Conference room booking,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user420@example.com
To: target303@example.com
Date: 2024-03-02
Message-ID: <674765@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>

    unsubscribe   ",ham,enron
Q3 budget review,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user189@mailer.biz
To: target873@example.com
Date: 2024-07-16
Message-ID: <596864@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://192.168.1.5/login</body></html>",spam,spamassassin
Weekly status report,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Make $5000 a week from home,"From: user71@mailer.biz
To: target187@example.com
Date: 2024-03-10
Message-ID: <215717@mail.example.com>

LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.

    unsubscribe   ",spam,spamassassin
Q3 budget review,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Project timeline update,"<html><body><p>Project timeline update</p><br>From: user603@example.com
To: target314@example.com
Date: 2024-03-03
Message-ID: <963862@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Your account has been suspended,Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe. https://accounts-update.example.org,phishing,ceas2008
Follow-up on our call,Here is this week's status report. No major blockers to report.,ham,enron
Server maintenance window,"<html><body><p>Server maintenance window</p><br>From: user352@example.com
To: target664@example.com
Date: 2024-02-22
Message-ID: <938913@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.</body></html>",ham,enron
Weekly status report,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Final notice: update your billing information,"<html><body><p>Final notice: update your billing information</p><br>From: user431@mailer.biz
To: target455@example.com
Date: 2024-12-21
Message-ID: <122525@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z</body></html>",phishing,ceas2008
Holiday schedule reminder,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Project timeline update,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Lose weight fast - guaranteed,"<html><body><p>Lose weight fast - guaranteed</p><br>From: user945@mailer.biz
To: target465@example.com
Date: 2024-10-19
Message-ID: <172187@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://free-gift-claim.example.net</body></html>

    unsubscribe   ",spam,spamassassin
Your payment could not be processed,"From: user985@mailer.biz
To: target543@example.com
Date: 2024-11-02
Message-ID: <202093@mail.example.com>

This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach.",phishing,ceas2008
Buy cheap meds online now,"<html><body><p>Buy cheap meds online now</p><br>From: user980@mailer.biz
To: target792@example.com
Date: 2024-09-18
Message-ID: <107686@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now!</body></html>",spam,spamassassin
URGENT: limited time offer,"From: user723@mailer.biz
To: target921@example.com
Date: 2024-09-05
Message-ID: <550955@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!!

    unsubscribe   ",spam,spamassassin
Draft contract attached,Reminder that the office will be closed next Monday for the holiday.,ham,enron
URGENT: limited time offer,"<html><body><p>URGENT: limited time offer</p><br>From: user754@mailer.biz
To: target537@example.com
Date: 2024-04-08
Message-ID: <175124@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!! http://free-gift-claim.example.net</body></html>",spam,spamassassin
Lose weight fast - guaranteed,"Work from home and earn $5000/week, no experience needed, sign up today!!!",spam,spamassassin
Weekly status report,The conference room is booked for 2pm. See you all there.,ham,enron
Free gift card waiting,"Work from home and earn $5000/week, no experience needed, sign up today!!! http://192.168.1.5/login",spam,spamassassin
Your invoice from last month,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Project timeline update,Attached is your invoice for last month's consulting hours.,ham,enron
Weekly status report,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user342@example.com
To: target790@example.com
Date: 2024-03-21
Message-ID: <374680@mail.example.com>

The conference room is booked for 2pm. See you all there.</body></html>",ham,enron
Meeting notes from yesterday,   ,ham,enron
Holiday schedule reminder,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Team offsite planning,"From: user566@example.com
To: target782@example.com
Date: 2024-09-13
Message-ID: <577463@mail.example.com>

Attached is your invoice for last month's consulting hours.",ham,enron
Lunch tomorrow?,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Your payment could not be processed,"<html><body><p>Your payment could not be processed</p><br>From: user394@mailer.biz
To: target864@example.com
Date: 2024-06-27
Message-ID: <537503@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://192.168.1.5/login</body></html>

    unsubscribe   ",phishing,ceas2008
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user383@example.com
To: target242@example.com
Date: 2024-07-03
Message-ID: <493124@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>",ham,enron
Follow-up on our call,"From: user752@example.com
To: target706@example.com
Date: 2024-05-05
Message-ID: <286340@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.",ham,enron
You have WON a prize!!!,"<html><body><p>You have WON a prize!!!</p><br>From: user509@mailer.biz
To: target899@example.com
Date: 2024-04-12
Message-ID: <573858@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about.</body></html>",spam,spamassassin
Weekly status report,The conference room is booked for 2pm. See you all there.,ham,enron
Follow-up on our call,"From: user53@example.com
To: target598@example.com
Date: 2024-08-06
Message-ID: <649697@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Server maintenance window,Here is this week's status report. No major blockers to report.,ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user763@mailer.biz
To: target343@example.com
Date: 2024-05-12
Message-ID: <477808@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://secure-verify-now.example.com</body></html>",spam,spamassassin
Q3 budget review,Attached is your invoice for last month's consulting hours.,ham,enron
Team offsite planning,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Server maintenance window,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user933@example.com
To: target468@example.com
Date: 2024-01-24
Message-ID: <251157@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Re: Conference room booking,"From: user431@example.com
To: target681@example.com
Date: 2024-07-22
Message-ID: <884475@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user588@example.com
To: target444@example.com
Date: 2024-12-13
Message-ID: <620226@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>",ham,enron
Best deal of the year - act now,"Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://bit.ly/3xQ1z",spam,spamassassin
Q3 budget review,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Q3 budget review,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Re: Conference room booking,The conference room is booked for 2pm. See you all there.,ham,enron
Follow-up on our call,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Follow-up on our call,"<html><body><p>Follow-up on our call</p><br>From: user142@example.com
To: target522@example.com
Date: 2024-08-03
Message-ID: <892495@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>

    unsubscribe   ",ham,enron
Project timeline update,The conference room is booked for 2pm. See you all there.,ham,enron
Lunch tomorrow?,"<html><body><p>Lunch tomorrow?</p><br>From: user406@example.com
To: target135@example.com
Date: 2024-11-21
Message-ID: <414569@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>",ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user764@example.com
To: target80@example.com
Date: 2024-04-12
Message-ID: <435039@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Weekly status report,"<html><body><p>Weekly status report</p><br>From: user805@example.com
To: target403@example.com
Date: 2024-06-04
Message-ID: <691240@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>",ham,enron
Team offsite planning,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Best deal of the year - act now,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches.",spam,spamassassin
Follow-up on our call,"From: user597@example.com
To: target680@example.com
Date: 2024-03-12
Message-ID: <425301@mail.example.com>

Can we push the project deadline by a week? The vendor needs more time.",ham,enron
Your payment could not be processed,,phishing,ceas2008
Lunch tomorrow?,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Server maintenance window,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
You have WON a prize!!!,"<html><body><p>You have WON a prize!!!</p><br>From: user146@mailer.biz
To: target475@example.com
Date: 2024-11-15
Message-ID: <194834@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock.</body></html>",spam,spamassassin
Buy cheap meds online now,"From: user39@mailer.biz
To: target749@example.com
Date: 2024-10-13
Message-ID: <182289@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!",spam,spamassassin
Make $5000 a week from home,"<html><body><p>Make $5000 a week from home</p><br>From: user445@mailer.biz
To: target793@example.com
Date: 2024-12-05
Message-ID: <899049@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! https://accounts-update.example.org</body></html>",spam,spamassassin
Re: Conference room booking,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Free gift card waiting,"LIMITED TIME OFFER expires in 24 hours, buy now and save 90% on luxury watches. http://bit.ly/3xQ1z",spam,spamassassin
Draft contract attached,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Buy cheap meds online now,"From: user434@mailer.biz
To: target375@example.com
Date: 2024-06-07
Message-ID: <436318@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://bit.ly/3xQ1z

    unsubscribe   ",spam,spamassassin
Re: Conference room booking,Here is this week's status report. No major blockers to report.,ham,enron
Your invoice from last month,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
You have WON a prize!!!,"From: user641@mailer.biz
To: target816@example.com
Date: 2024-02-24
Message-ID: <989265@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! https://accounts-update.example.org",spam,spamassassin
Security alert from IT department,"From: user11@mailer.biz
To: target689@example.com
Date: 2024-01-27
Message-ID: <171252@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z",phishing,ceas2008
Draft contract attached,"From: user216@example.com
To: target786@example.com
Date: 2024-10-14
Message-ID: <748133@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Server maintenance window,"<html><body><p>Server maintenance window</p><br>From: user865@example.com
To: target109@example.com
Date: 2024-04-14
Message-ID: <717476@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>

    unsubscribe   ",ham,enron
Draft contract attached,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Your invoice from last month,Here is this week's status report. No major blockers to report.,ham,enron
Make $5000 a week from home,"From: user824@mailer.biz
To: target114@example.com
Date: 2024-05-15
Message-ID: <594078@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://192.168.1.5/login

    unsubscribe   ",spam,spamassassin
Follow-up on our call,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user302@mailer.biz
To: target556@example.com
Date: 2024-12-16
Message-ID: <298994@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org</body></html>",spam,spamassassin
Weekly status report,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Unusual sign-in activity detected,"<html><body><p>Unusual sign-in activity detected</p><br>From: user504@mailer.biz
To: target951@example.com
Date: 2024-04-20
Message-ID: <511707@mail.example.com>

Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://free-gift-claim.example.net</body></html>",phishing,ceas2008
Lose weight fast - guaranteed,"From: user192@mailer.biz
To: target610@example.com
Date: 2024-02-28
Message-ID: <920347@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!",spam,spamassassin
Lunch tomorrow?,"<html><body><p>Lunch tomorrow?</p><br>From: user184@example.com
To: target310@example.com
Date: 2024-01-23
Message-ID: <660081@mail.example.com>

The conference room is booked for 2pm. See you all there.</body></html>

    unsubscribe   ",ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user741@example.com
To: target104@example.com
Date: 2024-05-21
Message-ID: <342389@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.</body></html>",ham,enron
Meeting notes from yesterday,,ham,enron
Team offsite planning,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Final notice: update your billing information,Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox.,phishing,ceas2008
Q3 budget review,"From: user621@example.com
To: target718@example.com
Date: 2024-03-14
Message-ID: <971002@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Server maintenance window,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Your invoice from last month,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Your invoice from last month,The conference room is booked for 2pm. See you all there.,ham,enron
Lose weight fast - guaranteed,"Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! https://secure-verify-now.example.com",spam,spamassassin
Meeting notes from yesterday,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Q3 budget review,"<html><body><p>Q3 budget review</p><br>From: user749@example.com
To: target826@example.com
Date: 2024-02-04
Message-ID: <428572@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>

    unsubscribe   ",ham,enron
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user299@example.com
To: target578@example.com
Date: 2024-05-24
Message-ID: <752966@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>",ham,enron
Holiday schedule reminder,"<html><body><p>Holiday schedule reminder</p><br>From: user280@example.com
To: target803@example.com
Date: 2024-08-16
Message-ID: <339220@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>",ham,enron
Lunch tomorrow?,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Weekly status report,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Your invoice from last month,"From: user14@example.com
To: target688@example.com
Date: 2024-02-04
Message-ID: <975804@mail.example.com>

Here is this week's status report. No major blockers to report.",ham,enron
Weekly status report,"From: user424@example.com
To: target47@example.com
Date: 2024-10-28
Message-ID: <332022@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.

    unsubscribe   ",ham,enron
You have WON a prize!!!,"Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://secure-verify-now.example.com",spam,spamassassin
Weekly status report,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Draft contract attached,"<html><body><p>Draft contract attached</p><br>From: user143@example.com
To: target253@example.com
Date: 2024-12-18
Message-ID: <665158@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Lunch tomorrow?,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
You have WON a prize!!!,"From: user805@mailer.biz
To: target165@example.com
Date: 2024-05-22
Message-ID: <362732@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://bit.ly/3xQ1z

    unsubscribe   ",spam,spamassassin
Q3 budget review,"From: user765@example.com
To: target532@example.com
Date: 2024-09-19
Message-ID: <821068@mail.example.com>

The conference room is booked for 2pm. See you all there.",ham,enron
Weekly status report,"<html><body><p>Weekly status report</p><br>From: user380@example.com
To: target528@example.com
Date: 2024-09-04
Message-ID: <434617@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.</body></html>

    unsubscribe   ",ham,enron
Lunch tomorrow?,Attached is your invoice for last month's consulting hours.,ham,enron
Your account has been suspended,"From: user780@mailer.biz
To: target553@example.com
Date: 2024-09-08
Message-ID: <586765@mail.example.com>

Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe.

    unsubscribe   ",phishing,ceas2008
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user156@mailer.biz
To: target51@example.com
Date: 2024-09-01
Message-ID: <294969@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!!</body></html>

    unsubscribe   ",spam,spamassassin
Free gift card waiting,"Work from home and earn $5000/week, no experience needed, sign up today!!! https://secure-verify-now.example.com",spam,spamassassin
Action required: verify your password,"From: user922@mailer.biz
To: target664@example.com
Date: 2024-10-26
Message-ID: <293743@mail.example.com>

This is the IT Service Desk. We require you to confirm your credentials via the secure portal attached, due to a recent security breach.

    unsubscribe   ",phishing,ceas2008
Follow-up on our call,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Lunch tomorrow?,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Holiday schedule reminder,Attached is your invoice for last month's consulting hours.,ham,enron
Final notice: update your billing information,Your password will expire today. Please log in immediately using the link below to avoid losing access to your mailbox. http://bit.ly/3xQ1z,phishing,ceas2008
Meeting notes from yesterday,Here is this week's status report. No major blockers to report.,ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user833@example.com
To: target179@example.com
Date: 2024-01-28
Message-ID: <404681@mail.example.com>

Attached is your invoice for last month's consulting hours.</body></html>",ham,enron
Follow-up on our call,,ham,enron
Make $5000 a week from home,"<html><body><p>Make $5000 a week from home</p><br>From: user233@mailer.biz
To: target825@example.com
Date: 2024-02-15
Message-ID: <422823@mail.example.com>

Lose 10kg in 2 weeks with this one weird trick doctors don't want you to know about. https://secure-verify-now.example.com</body></html>

    unsubscribe   ",spam,spamassassin
Project timeline update,Can we push the project deadline by a week? The vendor needs more time.,ham,enron
Unusual sign-in activity detected,"Dear customer, your recent payment failed. Update your billing details now to avoid service interruption: http://secure-billing-update.example.com http://free-gift-claim.example.net",phishing,ceas2008
Best deal of the year - act now,"<html><body><p>Best deal of the year - act now</p><br>From: user381@mailer.biz
To: target790@example.com
Date: 2024-02-08
Message-ID: <265358@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. https://accounts-update.example.org</body></html>",spam,spamassassin
Meeting notes from yesterday,Reminder that the office will be closed next Monday for the holiday.,ham,enron
You have WON a prize!!!,CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now!,spam,spamassassin
Follow-up on our call,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Q3 budget review,"Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
Re: Conference room booking,"From: user205@example.com
To: target659@example.com
Date: 2024-09-08
Message-ID: <761393@mail.example.com>

Reminder that the office will be closed next Monday for the holiday.",ham,enron
Project timeline update,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Security alert from IT department,We detected unusual activity on your account. Click here to verify your identity within 24 hours or your account will be permanently suspended. http://free-gift-claim.example.net,phishing,ceas2008
You have WON a prize!!!,"<html><body><p>You have WON a prize!!!</p><br>From: user408@mailer.biz
To: target906@example.com
Date: 2024-05-25
Message-ID: <967823@mail.example.com>

Cheap viagra and other meds, no prescription needed, discreet shipping worldwide!!! http://192.168.1.5/login</body></html>",spam,spamassassin
Your invoice from last month,"<html><body><p>Your invoice from last month</p><br>From: user242@example.com
To: target798@example.com
Date: 2024-11-12
Message-ID: <479742@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.</body></html>",ham,enron
Follow-up on our call,Here is this week's status report. No major blockers to report.,ham,enron
Project timeline update,Reminder that the office will be closed next Monday for the holiday.,ham,enron
Server maintenance window,Please find the Q3 numbers below. We are slightly under budget on travel.,ham,enron
Draft contract attached,"<html><body><p>Draft contract attached</p><br>From: user240@example.com
To: target483@example.com
Date: 2024-01-20
Message-ID: <688678@mail.example.com>

Here is this week's status report. No major blockers to report.</body></html>",ham,enron
Your invoice from last month,Let's finalise the offsite agenda by Friday so logistics can be booked.,ham,enron
Project timeline update,"From: user333@example.com
To: target796@example.com
Date: 2024-10-20
Message-ID: <189083@mail.example.com>

Here is this week's status report. No major blockers to report.

    unsubscribe   ",ham,enron
Q3 budget review,Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.,ham,enron
Your payment could not be processed,"<html><body><p>Your payment could not be processed</p><br>From: user53@mailer.biz
To: target673@example.com
Date: 2024-05-26
Message-ID: <873199@mail.example.com>

Your account shows suspicious sign-in attempts from an unrecognised device. Verify your identity now to keep your account safe.</body></html>

    unsubscribe   ",phishing,ceas2008
Draft contract attached,"From: user769@example.com
To: target805@example.com
Date: 2024-07-02
Message-ID: <390794@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.

    unsubscribe   ",ham,enron
Follow-up on our call,Here is this week's status report. No major blockers to report.,ham,enron
Server maintenance window,"<html><body><p>Server maintenance window</p><br>From: user246@example.com
To: target566@example.com
Date: 2024-06-25
Message-ID: <396809@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>",ham,enron
Make $5000 a week from home,"Work from home and earn $5000/week, no experience needed, sign up today!!! https://secure-verify-now.example.com",spam,spamassassin
Project timeline update,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Hot singles in your area,"From: user250@mailer.biz
To: target776@example.com
Date: 2024-06-25
Message-ID: <581137@mail.example.com>

Work from home and earn $5000/week, no experience needed, sign up today!!!",spam,spamassassin
Project timeline update,Attached is your invoice for last month's consulting hours.,ham,enron
You have WON a prize!!!,"Click here to claim your free gift card before it expires!!! Hurry, limited stock.",spam,spamassassin
Q3 budget review,The conference room is booked for 2pm. See you all there.,ham,enron
Team offsite planning,"<html><body><p>Team offsite planning</p><br>From: user738@example.com
To: target417@example.com
Date: 2024-08-18
Message-ID: <894993@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>",ham,enron
Holiday schedule reminder,"From: user398@example.com
To: target798@example.com
Date: 2024-02-24
Message-ID: <686716@mail.example.com>

Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Meeting notes from yesterday,"<html><body><p>Meeting notes from yesterday</p><br>From: user21@example.com
To: target637@example.com
Date: 2024-03-08
Message-ID: <232352@mail.example.com>

Are you free for lunch tomorrow at noon? I wanted to discuss the new hire.</body></html>

    unsubscribe   ",ham,enron
Re: Conference room booking,"From: user238@example.com
To: target919@example.com
Date: 2024-09-14
Message-ID: <834891@mail.example.com>

Please find the Q3 numbers below. We are slightly under budget on travel.",ham,enron
Follow-up on our call,"Hi team, attaching the notes from yesterday's meeting. Let me know if I missed anything.",ham,enron
Holiday schedule reminder,Here is this week's status report. No major blockers to report.,ham,enron
Holiday schedule reminder,"From: user307@example.com
To: target267@example.com
Date: 2024-03-01
Message-ID: <524035@mail.example.com>

Let's finalise the offsite agenda by Friday so logistics can be booked.",ham,enron
Re: Conference room booking,"<html><body><p>Re: Conference room booking</p><br>From: user775@example.com
To: target180@example.com
Date: 2024-08-17
Message-ID: <783157@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.</body></html>

    unsubscribe   ",ham,enron
Buy cheap meds online now,"<html><body><p>Buy cheap meds online now</p><br>From: user25@mailer.biz
To: target471@example.com
Date: 2024-12-11
Message-ID: <139726@mail.example.com>

Click here to claim your free gift card before it expires!!! Hurry, limited stock. http://bit.ly/3xQ1z</body></html>

    unsubscribe   ",spam,spamassassin
Team offsite planning,"From: user383@example.com
To: target781@example.com
Date: 2024-03-18
Message-ID: <916449@mail.example.com>

Thanks for the call earlier, I'll send the revised proposal by EOD.",ham,enron
You have WON a prize!!!,"<html><body><p>You have WON a prize!!!</p><br>From: user158@mailer.biz
To: target719@example.com
Date: 2024-09-26
Message-ID: <212608@mail.example.com>

CONGRATULATIONS!!! You have been selected to receive a FREE $1000 gift card. Click now! http://192.168.1.5/login</body></html>",spam,spamassassin
